segment_id,class,timestamp_start,timestamp_end,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
26,tiktok_under_4s_watched,1764170638.984591,1764170639.9807763,-9467860716.779041,72906057719.36586,208244821014.94827,112494898112.49287,298542591.42431605,666434061992.1831,-37073094959.955185,-4195686586.1497393,-6644311578.288732,-10549824174.1567,-10886887287.962486,-64931855825.607155,-6186219133.933042,-15210396891.519257,12363638326.337046,-183429159859.67844,-28851783236.843124,-11924462520.36315,5348324718.395762,47962890641.076866
27,tiktok_under_4s_watched,1764170640.953504,1764170641.9497004,-260871025447.3651,-109305890318.5432,-140017322925.51688,-39327605416.82758,4981144906.53874,-1054545410505.4773,-175654353037.35474,4083212176.2325783,-7935531791.759666,-29528806767.916466,-4115529558.4511175,-1087924982.6882658,-32957542743.979473,5942887620.113463,-4617299555.315409,12325830352.795797,-89867046984.17508,-8845169803.293476,-14270706110.96848,-68532029294.837364
28,tiktok_under_4s_watched,1764170642.031744,1764170643.0279517,72141038342.57819,18055434600.9157,-101483492239.23224,24372682138.1565,-144229379.69052383,-1632595045847.539,175355305076.8025,22333123240.06294,-6285029041.068033,-30794779908.65879,-9439210256.545156,-427066566.7753403,-51755615957.80991,-4073491410.280556,-2484161343.623459,-65270303977.75341,27405468483.799408,4006948581.0073752,-9320893402.949879,28526578094.861156
29,tiktok_under_4s_watched,1764170653.0017571,1764170653.9979234,-91816257812.52437,-3894264270.171629,73495884815.94406,23624169340.680336,19354315592.68265,291950202688.2715,-218552425684.70535,845037281.0499517,-13760363597.835451,5280921653.136071,-21873419172.76985,-4904592949.995683,926419385.2447906,-21819082351.492508,-14080400335.627485,6387901757.02898,13015822068.955511,-16989571997.41023,-8540871917.588535,-87880411905.47685
30,tiktok_under_4s_watched,1764170660.689811,1764170661.685928,-351777069589.6195,57384569453.14482,7409379169.145383,34377526594.048904,11500540746.355177,-424939849037.36255,-431330018752.04895,-31352293708.01533,5693071075.231898,-54425098707.24739,-5203318516.4885235,8291478351.955678,-86921898866.84811,-83175528946.9757,-9084374702.430798,2625818780.325749,-2634563778.051182,1836180773.6947958,-12823031145.449026,-33997795424.27074
31,tiktok_under_4s_watched,1764170663.3149457,1764170664.3110683,-1016608563.3705702,43349939410.873955,4212092734.685937,40145629381.92144,13238107882.623343,-1276722209175.266,-573781741578.3131,-46808456065.093346,2581578210.913041,13986002208.39623,-7022846796.34199,18723168195.51779,-92691325184.31097,-104972474470.12245,-15557814114.355782,-55249117822.42419,-17855518992.041477,-5469437629.446371,-7587417334.64666,34261976705.758434
32,tiktok_under_4s_watched,1764170665.0493517,1764170666.045493,-235020528893.55957,-39805971067.55035,-281824954525.38055,68485731934.45341,-12283986819.533571,-593138260943.8195,-204226336186.06448,-11258573841.703625,-5149515585.950309,-13721114615.21241,-8089861041.178953,-46526499810.33227,28560671364.04003,-72984940869.00734,-19283098661.053696,-19967265901.351944,-14268033739.679527,-6015823856.701053,5035643332.470383,1486380734.7544425
33,tiktok_under_4s_watched,1764170682.2999582,1764170683.280426,-63578027235.54311,2887915513.5525312,113882276197.70587,-19994583229.719276,13424456352.107143,-2060490410099.6794,-118211745715.59607,19425103553.82896,4716833545.208468,3946097304.890324,-15250313937.96676,-36660207283.70428,-77009783683.69511,-97660827277.01682,-3146942081.295675,-110473713930.7124,-44702650314.129524,-6699770994.922391,4614104711.370751,6541587439.484917
34,tiktok_under_4s_watched,1764170683.2843869,1764170684.2804887,-37832958258.0856,-30261378310.32118,-412607971500.5205,21851006206.44771,20270126038.381504,-39297522019.806114,-74859019281.38055,-12880497524.163647,14048771281.61131,24070938854.102127,790604413.4439267,17367520356.696026,-72117674774.9884,-39397717701.66813,-35367175508.831924,-124472162269.16504,-47651553336.70596,-11723736646.420769,-10432058805.34032,3681544451.208545
35,tiktok_under_4s_watched,1764170685.0187857,1764170686.0149202,-212016943861.65747,-36718240524.75997,100020314506.68248,48639049559.52413,29448656248.8755,-1612087810522.3193,198097280523.42352,2558095894.161958,-823871824.3912092,50048380419.51906,-3039084937.5933714,-48266830845.15991,-17528832905.13242,-32895650089.070995,229417971.33712447,-176298151451.6363,1675065139.9165444,-8705529474.347599,-10568512149.475716,61507917283.54143
36,tiktok_under_4s_watched,1764170686.1438186,1764170687.139933,-82293228355.5932,-34683337281.8231,-446649875086.53143,131076669646.41162,4123414282.454602,-723650179562.5293,-174091771946.83936,4774962044.921846,-8627641556.09309,8195179641.072084,-9049236634.005884,-4284353249.3499346,-102234047562.61227,-16163854081.149086,-4112778148.740015,-117013618765.71371,-61591494951.467285,-2554323468.386163,7625526218.434876,-49088072436.464645
37,tiktok_under_4s_watched,1764170687.8313634,1764170688.8275244,13622591470.882408,62266773655.99393,118801385310.58788,105272109289.34085,-8975069973.693214,-1286962396865.5464,-164134319985.9968,-2883733419.6522307,-10223343459.920576,34451901799.32588,-8385775248.325364,-49582398383.21618,3359528554.334212,-53300565644.58683,-10704138546.922346,-110863587310.48334,-842405164.0500741,338442592.7742594,2725334113.878045,71448783185.9718
38,tiktok_under_4s_watched,1764170690.3158257,1764170691.1556754,-210499109651.88333,-3421085743.157308,89505449371.45404,16507870965.830355,17786592704.81159,-1233962294223.3708,-503507498594.0371,10804270895.580973,-28497338319.511738,-3657010792.8853583,918729259.2275617,-71397711048.10394,-44497354645.27908,-117893463556.47,-13981806880.143167,5277601863.134924,29917055002.891922,-4770003554.219812,5299425251.155104,-77703142991.1992
39,tiktok_under_4s_watched,1764170730.580716,1764170731.5806408,-256065718712.11633,-12012886557.975485,-151230511800.99554,-154430687671.61954,19664285688.166634,-2106025114768.3298,-207998047267.50137,19747354214.52547,-4153193431.449807,-21558860636.380573,-7171448217.681566,-1364187458.5723224,-63761894243.91809,-114038024843.99826,-24206520754.72296,-140587745736.3263,-13375202374.228382,-6733876608.841699,-9555609617.356476,-172447398540.3317
40,tiktok_under_4s_watched,1764170731.98691,1764170732.9868765,-9534316817.589703,23625111246.68655,-21368927888.378075,27282077010.934883,-2721622256.5967503,-767137273313.914,-298038301535.894,-1584034515.9845045,-6853732968.1002445,-55740932193.952805,-38628219046.14791,-25835164495.116985,-40568503784.658035,3219105401.304716,-7199354688.139618,-113541365390.28972,-61616706047.20484,9019628278.879484,4878062778.982927,-19752511329.41901
41,tiktok_under_4s_watched,1764170768.50263,1764170769.4987917,-39644347226.03363,-11350533914.340334,-412005311834.9322,-48443970595.37588,15820277869.312197,-582632922984.6056,207469016860.4634,-39160002162.172775,3328582333.4459863,32463028707.131428,-3386041893.856663,4990413683.277275,-182797296668.09772,-43339250401.97383,13213837934.840906,-119226867385.50655,-13281584315.270481,-490802913.6254467,-6550092144.374949,-30904666724.92328
42,tiktok_under_4s_watched,1764170789.7375426,1764170790.7336445,-66680599469.826866,13345476295.545198,1166158978.8222165,17478305990.208363,-21624502436.085335,-88351956583.21004,-397879680847.831,-54768381556.08801,-16948466803.176615,15414023591.036226,1836763184.3261085,-11312688359.350103,-31850843917.167233,-88778293510.10898,-16667632465.999313,-11745305774.31196,38386376276.97113,9286480547.527649,11834835015.914816,139609883346.59113
43,tiktok_under_4s_watched,1764170793.0188162,1764170794.014985,-87527958439.33722,94946677874.31151,371593397812.2956,102852658162.02441,5534353705.74368,-923198232078.3429,-377836456614.5297,10834474891.57594,4639764771.264041,-23345143864.16895,-6643612091.9572735,5972998371.595883,2061189350.3528664,-47746485166.15312,-16985403936.687908,-6329864274.928154,16617986802.899254,13345240611.634426,8139026467.427013,31963093005.19325
44,tiktok_under_4s_watched,1764170795.5970309,1764170796.5932093,-163952713118.4158,-15030220190.357555,-135282241977.5766,9406265123.09762,-6768012216.998882,-555870909266.5333,-594596995843.476,-7401419098.793564,-3872425302.328231,-12164602343.823519,-4831942835.423641,-44651493868.85894,148692311362.906,17081073491.01359,-13382305400.959455,-254322126970.67825,-81230643731.10779,-9024620283.400211,-4538456319.687513,131794391377.7353
45,tiktok_under_4s_watched,1764170797.003376,1764170797.9838846,-83750076296.90799,7797700039.082823,59319273219.474396,60290226285.21965,10919965591.366043,-289129379097.041,-655183680348.2897,7429669751.772585,-11734169034.89595,-5242005439.715244,3325019747.4836626,-20089346521.59493,-66445849256.3922,-47343019896.5323,8609479893.397148,-189792705273.82837,-18278702604.612335,-10681115234.03359,-5107839871.345854,44622423510.9252
46,tiktok_under_4s_watched,1764170802.8159697,1764170803.8159578,171582219740.44,29397532397.833702,578783950138.5592,113169300128.74277,23394816793.808086,-345442885113.772,-179803175592.99356,-2342978102.293573,8531348860.273212,9176941679.716854,-17229790483.938026,-71401734969.55176,4600393476.847504,-4458824637.769813,-7554503759.296507,-271156231934.70248,-73970602164.59303,10209599662.452787,5935348191.0633955,-64751620640.293106
47,tiktok_under_4s_watched,1764170804.8784685,1764170805.8745675,-77926014879.10973,-4683066864.610136,-85224688049.5613,36105808466.620415,16978975659.146599,-119013682062.42378,85784100692.44978,-1458811107.9036508,-6540939499.649709,4816660391.753955,-6316243081.5280075,-17020493239.115767,36294892199.710396,-81396575267.48904,-9527896800.162746,-3991951994.291948,-10149864139.29387,931011880.1648393,4637277026.402797,72738891824.07996
48,tiktok_under_4s_watched,1764170808.1597743,1764170809.1558802,-146246359076.91574,-63190551573.478714,-333891647391.3417,45736419875.48333,11920745187.564548,-553598992850.2139,-2310293619.616515,-32379963738.758736,11801479505.732716,-707204058.8979292,-8699792911.1869,39319100747.56911,80943423334.41673,21968697414.458954,12016242760.153687,-266408422612.9345,-84457142315.9464,-3434956655.9306073,-5489780272.554473,40749041706.326454
49,tiktok_under_4s_watched,1764170822.9252017,1764170823.92518,-217228243403.85925,-46527545274.062004,67166488074.14608,63869949485.38815,4465442965.66555,-655283767546.3837,-363412608024.8981,5057221717.681937,-18993702195.20604,-1202443432.7981107,-11304846512.044765,-36213790175.214905,-56168345790.88088,-8927510566.059383,-5676304338.267209,-165061600250.9816,-35736088560.45884,6341357649.439269,7175359170.402364,-63778070274.41456
50,tiktok_under_4s_watched,1764170826.4876585,1764170827.48764,-195951616927.71228,38642210940.19939,268874197241.84903,19641043945.76464,1377180010.365906,-642860245494.0519,-562520544855.6205,13459666883.032774,1240596153.46356,-7452182505.512306,-17574808434.158802,5702160038.118878,9052503949.647072,26109034711.919884,4646717587.81565,-159100571587.34583,-37809609589.489296,-10118404659.711094,-1089724844.423285,-130451814836.224
51,tiktok_under_4s_watched,1764170833.2844627,1764170834.284402,-87538062124.65646,23390499991.315804,214071302860.36575,17606970695.575996,6448934499.693778,-1653916855583.291,-527031125552.55164,-20713062678.833683,16618912356.018175,-1077478312.799953,-13262808235.318169,-50909257046.06892,-139702926460.26624,49283176640.821236,-17393605232.533413,-26588382854.129745,12459693706.682318,-2941302346.052708,8304680954.137092,-39204901702.19874
52,tiktok_under_4s_watched,1764170834.6437654,1764170835.62417,-58098184740.5974,14132440851.372538,110705001376.24834,105414087811.23775,-4462510769.137648,-2328753499218.0723,-102713596774.87856,-13794831934.867887,-2747921927.1027756,7965788147.355823,175401425.21945113,-26406973343.890545,-31834564124.26394,-34461116937.713104,-19698412783.37322,-4488379896.372822,60786053112.12412,-7016136601.60832,7479551516.584568,22390013351.35721
53,tiktok_under_4s_watched,1764170852.971205,1764170853.971185,-296711232584.9591,57905463594.142235,40292911815.952194,-6963730894.784427,-19442935663.21895,-1430251725864.2275,253096405630.4203,2705488434.6973805,-5477771042.169309,4833601658.6111965,-1152176074.1288207,-23537477964.393387,24712302634.954746,-82533457430.92468,-2731123385.8448286,-261996942474.96884,-41052024546.01185,-6380064801.603608,-8981551985.335522,-127129503794.88419
54,tiktok_under_4s_watched,1764170855.5961194,1764170856.5960972,-139917609054.3692,38390859206.37856,-104565294727.34596,15493719023.875452,16972011446.206991,-301654531017.89886,-522477966146.41174,-30662483534.614494,9712795009.675144,-31489488743.14477,368054522.31368405,-43096556034.8719,39132981663.59276,22205355156.353233,7116645240.925078,-99438910546.27443,-23398787495.428654,-12511887379.772621,-3568592095.6521173,75560368463.27448
55,tiktok_under_4s_watched,1764170897.7351182,1764170898.7350707,-179286463630.64404,-47888136324.49973,-223679368501.6611,51499560351.82555,-5994517397.384698,-1289312311491.2742,62372375576.21802,-32911238742.55229,-10215790480.870169,3939934879.8736157,-1434779071.5314312,-16827481951.311234,-139205996380.11667,-60340714667.01254,16205896607.15126,-95794708394.16655,-58817645609.00621,-8739898372.534828,-1039867035.3698248,131004568464.73871
56,tiktok_under_4s_watched,1764170906.078434,1764170907.078374,194814083942.00455,18581766938.6881,93098183667.40881,52810265564.869804,17755404302.09282,-769761736043.2734,-319041067049.36487,-16430630670.40375,-4103727623.6167617,13813878918.331621,-8484311952.920817,-15433180655.241186,-4682389454.685533,34007896881.436237,11241736962.892094,-125004876057.45139,13052097299.230738,-489592984.9389136,-2911492615.168486,-24941587001.108196
57,tiktok_under_4s_watched,1764170907.1564898,1764170908.1564434,-117664509057.52765,-54318982747.52951,-441536382213.006,-7423799091.698082,21883066921.77048,-800412767435.7139,-282703012977.7585,-38713438081.03765,-488205935.6420346,-18322970419.598557,-8319675222.370198,-15101588890.7587,-8263885116.129277,84904149645.89737,-8089222179.83316,-149990750636.78867,-11284692526.832148,-5929190762.37243,-8462350915.662048,78043787969.21054
58,baseline_2,1764170937.108385,1764171052.5070767,-0.7071067811865476,-0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865476,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,0.7071067811865475,-0.7071067811865476,-0.7071067811865476,0.7071067811865475
